API_URL,API_Type,API_Slug,Frontend_URL,Status,Title,Content_Length,Headings,First_Paragraph
https://webadmin.pmc.gov.in/api/basic-page/tree-dockets?lang=en,basic-page,tree-dockets,https://www.pmc.gov.in/en/b/tree-dockets,Found,,191,,
https://webadmin.pmc.gov.in/api/basic-page/swachh-survekshan-2025-deep-cleaning-drive?lang=en,basic-page,swachh-survekshan-2025-deep-cleaning-drive,https://www.pmc.gov.in/en/b/swachh-survekshan-2025-deep-cleaning-drive,Found,,191,,
https://webadmin.pmc.gov.in/api/basic-page/educational-schemes?lang=en,basic-page,educational-schemes,https://www.pmc.gov.in/en/b/educational-schemes,Found,,191,,
https://webadmin.pmc.gov.in/api/basic-page/modifications-in-dp?lang=en,basic-page,modifications-in-dp,https://www.pmc.gov.in/en/b/modifications-in-dp,Found,,191,,
https://webadmin.pmc.gov.in/api/basic-page/panddharichi-wari?lang=en,basic-page,panddharichi-wari,https://www.pmc.gov.in/en/b/panddharichi-wari,Found,,191,,
https://webadmin.pmc.gov.in/api/basic-page/investor-relations?lang=en,basic-page,investor-relations,https://www.pmc.gov.in/en/b/investor-relations,Found,,191,,
https://webadmin.pmc.gov.in/api/basic-page/maharashtra-right-service-act?lang=en,basic-page,maharashtra-right-service-act,https://www.pmc.gov.in/en/b/maharashtra-right-service-act,Found,,191,,
https://webadmin.pmc.gov.in/api/basic-page/dp-plan?lang=en,basic-page,dp-plan,https://www.pmc.gov.in/en/b/dp-plan,Found,,191,,
https://webadmin.pmc.gov.in/api/listing-api/press_note?&page_no=1&limit=10000&sort_by=undefined&status=undefined&lang=en&vocabulary=department,listing-api,department,https://www.pmc.gov.in/en/b/department,Found,,191,,
https://webadmin.pmc.gov.in/api/listing-api/page?&page_no=1&limit=10000&sort_by=undefined&status=undefined&lang=en&vocabulary=department,listing-api,department,https://www.pmc.gov.in/en/b/department,Found,,191,,
